,Log_Returns,Macro,Predicted_Return,Residual
2010-02-28,0.03071843329897172,73.6,0.011406259819036244,0.019312173479935475
2010-03-31,0.05909867152199677,73.6,0.011406259819036244,0.04769241170296053
2010-04-30,0.015351549974037836,72.2,0.011573120511238396,0.003778429462799439
2010-05-31,-0.08278908201304608,73.6,0.011406259819036244,-0.09419534183208232
2010-06-30,-0.0531272496636067,76.0,0.011120212918118265,-0.06424746258172497
2010-07-31,0.0660690400195148,67.8,0.012097539829588024,0.053971500189926774
2010-08-31,-0.04602353746351309,68.9,0.011966435000000617,-0.05798997246351371
2010-09-30,0.08576905355145097,68.2,0.012049865346101694,0.07371918820534927
2010-10-31,0.037490578667079485,67.7,0.012109458450459605,0.025381120216619882
2010-11-30,0.0,71.6,0.011644632236467892,-0.011644632236467892
2010-12-31,0.06471246780021146,74.5,0.011298992231192002,0.05341347556901946
2011-01-31,0.023032793471944053,74.2,0.011334748093806747,0.011698045378137305
2011-02-28,0.034147590471907165,77.5,0.010941433605044529,0.023206156866862636
2011-03-31,0.00012026845572122823,67.5,0.012133295692202771,-0.012013027236481543
2011-04-30,0.028549615680120405,69.8,0.011859167412156375,0.01669044826796403
2011-05-31,-0.011277622673407211,74.3,0.011322829472935166,-0.022600452146342376
2011-06-30,-0.01701355785431198,71.5,0.011656550857339474,-0.028670108711651453
2011-07-31,-0.02020753719764405,63.7,0.012586203285322901,-0.03279374048296695
2011-08-31,-0.05654470197784199,55.8,0.013527774334177914,-0.0700724763120199
2011-09-30,-0.07194817153558213,59.5,0.013086785361929365,-0.08503495689751149
2011-10-31,0.10359153509595272,60.8,0.012931843290598793,0.09065969180535392
2011-11-30,-0.004072030974847874,63.7,0.012586203285322901,-0.016658234260170775
2011-12-31,0.010394163593125626,69.9,0.011847248791284792,-0.001453085198159166
2012-01-31,0.045331557238898035,75.0,0.011239399126834089,0.034092158112063946
2012-02-29,0.04248967637606401,75.3,0.011203643264219342,0.03128603311184467
2012-03-31,0.03165720340479896,76.2,0.0110963756763751,0.02056082772842386
2012-04-30,-0.006697699738298422,76.4,0.011072538434631934,-0.017770238172930358
2012-05-31,-0.06193492001229914,79.3,0.010726898429356046,-0.07266181844165519
2012-06-30,0.03977939151074982,73.2,0.011453934302522572,0.02832545720822725
2012-07-31,0.011760357821230933,72.3,0.011561201890366815,0.0001991559308641179
2012-08-31,0.024743833009557785,74.3,0.011322829472935166,0.013421003536622619
2012-09-30,0.025034515735446343,78.3,0.01084608463807187,0.014188431097374473
2012-10-31,-0.018365639689054927,82.6,0.010333583940593825,-0.028699223629648753
2012-11-30,0.005644027941484794,82.7,0.010321665319722242,-0.004677637378237448
2012-12-31,0.00889427678872977,72.9,0.011489690165137319,-0.0025954133764075488
2013-01-31,0.04992290617235275,73.8,0.01138242257729308,0.038540483595059676
2013-02-28,0.012678445065575151,77.6,0.010929514984172948,0.0017489300814022037
2013-03-31,0.037268300150066276,78.6,0.010810328775457123,0.026457971374609153
2013-04-30,0.019030059243342255,76.4,0.011072538434631934,0.00795752080871032
2013-05-31,0.023334912255226048,84.5,0.01010713014403376,0.013227782111192288
2013-06-30,-0.013434112091105375,84.1,0.01015480462752009,-0.023588916718625466
2013-07-31,0.05038595527466227,85.1,0.010035618418804265,0.040350336855858
