,Log_Returns,Macro,Predicted_Return,Residual
2010-02-28,0.03071843329897172,8527.6,0.01119126753906991,0.019527165759901807
2010-03-31,0.05909867152199677,8523.7,0.011191756425160538,0.047906915096836235
2010-04-30,0.015351549974037836,8555.1,0.011187820265353945,0.004163729708683891
2010-05-31,-0.08278908201304608,8609.3,0.011181026002248299,-0.09397010801529437
2010-06-30,-0.0531272496636067,8628.4,0.011178631713958302,-0.064305881377565
2010-07-31,0.0660690400195148,8639.8,0.011177202662308774,0.05489183735720603
2010-08-31,-0.04602353746351309,8688.2,0.011171135460568677,-0.05719467292408177
2010-09-30,0.08576905355145097,8718.9,0.011167287049547583,0.07460176650190338
2010-10-31,0.037490578667079485,8768.7,0.01116104435023649,0.026329534316842998
2010-11-30,0.0,8789.3,0.011158462028834713,-0.011158462028834713
2010-12-31,0.06471246780021146,8822.9,0.011154250087130843,0.05355821771308062
2011-01-31,0.023032793471944053,8845.2,0.011151454661535717,0.011881338810408336
2011-02-28,0.034147590471907165,8909.0,0.011143456986514678,0.023004133485392486
2011-03-31,0.00012026845572122823,8967.0,0.011136186372859189,-0.011015917917137961
2011-04-30,0.028549615680120405,9030.4,0.011128238840001293,0.017421376840119112
2011-05-31,-0.011277622673407211,9102.7,0.011119175644013502,-0.022396798317420714
2011-06-30,-0.01701355785431198,9176.7,0.011109899343832361,-0.028123457198144342
2011-07-31,-0.02020753719764405,9338.7,0.011089591767760134,-0.03129712896540419
2011-08-31,-0.05654470197784199,9525.1,0.011066225519736288,-0.06761092749757827
2011-09-30,-0.07194817153558213,9545.3,0.011063693340497652,-0.08301186487607978
2011-10-31,0.10359153509595272,9578.1,0.011059581683120065,0.09253195341283266
2011-11-30,-0.004072030974847874,9629.8,0.011053100808534052,-0.015125131783381925
2011-12-31,0.010394163593125626,9677.4,0.011047133891120237,-0.0006529702979946109
2012-01-31,0.045331557238898035,9750.5,0.011037970410806165,0.034293586828091874
2012-02-29,0.04248967637606401,9802.2,0.01103148953622015,0.03145818683984386
2012-03-31,0.03165720340479896,9846.2,0.011025973898274607,0.02063122950652435
2012-04-30,-0.006697699738298422,9899.8,0.011019254848413674,-0.017716954586712096
2012-05-31,-0.06193492001229914,9943.0,0.011013839494794413,-0.07294875950709355
2012-06-30,0.03977939151074982,10013.0,0.011005064616244684,0.02877432689450514
2012-07-31,0.011760357821230933,10065.7,0.010998458386250819,0.0007618994349801143
2012-08-31,0.024743833009557785,10136.4,0.010989595758915593,0.013754237250642192
2012-09-30,0.025034515735446343,10216.6,0.010979542255205761,0.014054973480240582
2012-10-31,-0.018365639689054927,10282.8,0.010971243727205876,-0.029336883416260805
2012-11-30,0.005644027941484794,10351.8,0.010962594204064001,-0.005318566262579207
2012-12-31,0.00889427678872977,10474.4,0.010947225631061193,-0.0020529488423314222
2013-01-31,0.04992290617235275,10497.6,0.010944317385598997,0.038978588786753754
2013-02-28,0.012678445065575151,10516.6,0.010941935632849785,0.0017365094327253666
2013-03-31,0.037268300150066276,10572.9,0.010934878123387646,0.02633342202667863
2013-04-30,0.019030059243342255,10600.4,0.010931430849671683,0.008098628393670572
2013-05-31,0.023334912255226048,10634.7,0.010927131159182316,0.012407781096043732
2013-06-30,-0.013434112091105375,10692.3,0.010919910687689969,-0.024354022778795344
2013-07-31,0.05038595527466227,10731.5,0.01091499675570212,0.039470958518960146
2013-08-31,-0.03045141158085502,10789.6,0.010907713606505847,-0.041359125187360866
2013-09-30,0.03115594385545002,10850.0,0.01090014213987151,0.02025580171557851
2013-10-31,0.045266997948991,10974.2,0.010884572998216135,0.03438242495077486
2013-11-30,0.029206879897977222,10982.9,0.010883482406167813,0.01832339749180941
2013-12-31,0.025596076504528983,11047.8,0.010875346840198136,0.014720729664330847
2014-01-31,-0.03588452243168404,11117.6,0.010866597032729979,-0.046751119464414015
2014-02-28,0.044509972872160526,11183.2,0.010858373717974806,0.033651599154185724
2014-03-31,0.008261264857505744,11219.1,0.010853873458832873,-0.0025926086013271284
2014-04-30,0.006927773095062447,11264.0,0.010848245001020261,-0.003920471905957814
2014-05-31,0.022941313589926477,11328.5,0.010840159577213727,0.01210115401271275
2014-06-30,0.020434445723932573,11383.7,0.010833239958700227,0.009601205765232346
2014-07-31,-0.013528412668208173,11438.4,0.010826383017890654,-0.02435479568609883
2014-08-31,0.038704908564398906,11462.5,0.010823361952561391,0.027881546611837515
2014-09-30,-0.013892848402711353,11503.7,0.010818197309757837,-0.02471104571246919
2014-10-31,0.023278232294298012,11577.5,0.010808946080658266,0.012469286213639746
2014-11-30,0.02710133348711673,11618.2,0.010803844115558639,0.01629748937155809
2014-12-31,-0.002540171191393184,11701.9,0.010793351867921321,-0.013333523059314505
2015-01-31,-0.030076868972748628,11788.8,0.010782458482978874,-0.0408593274557275
2015-02-28,0.05468193007671251,11905.6,0.010767816971341614,0.0439141131053709
2015-03-31,-0.015830349731866988,11903.7,0.010768055146616535,-0.02659840487848352
2015-04-30,0.00978591224739072,11937.6,0.01076380559829031,-0.0009778933508995894
2015-05-31,0.01277421876069303,11965.0,0.01076037086011513,0.0020138479005778996
2015-06-30,-0.020521247163982178,12005.6,0.010755281430556287,-0.031276528594538465
2015-07-31,0.02233799760235217,12049.2,0.010749815934773886,0.011588181667578284
2015-08-31,-0.06288683795556535,12093.7,0.010744237619124415,-0.07363107557468976
